depth,tropismN,tropismS,rRLD,An,prld_stand,prld_highr,prld_cont,vrld_sl,vrld_2sc,vrld_4sc,vrld_sc_ir,vrld_sc_ip,prvd_stand,prvd_highr,prvd_cont,vrvd_sl,vrvd_2sc,vrvd_4sc,prcd_stand,prcd_highr,prcd_cont
-10.0,1.0,0.025,3.9929090262896327,0.22208404103453286,0.6361070983022441,0.6967534532488697,0.7370051532497217,0.6429059280503712,0.9726159551799679,0.9156317980462361,0.16054899311611742,1.6707146029763544,0.010232127724339665,0.012882298652949547,0.014183738528150231,0.012534516237026356,0.017600571232617702,0.016509776327755573,0.010232127724339665,0.04587499999999999,3.548611111111111
-20.0,1.0,0.025,2.830633394473219,0.2953837176994054,0.46439284350900145,0.47561616719370053,0.4753775850879839,0.455765703015587,0.2825857129896042,0.3121598482621363,0.13097982822380425,0.4933398683004678,0.00785853243300473,0.007772468385412801,0.007329445489420997,0.009003405562775733,0.006571020007780861,0.006542245931581066,0.00785853243300473,0.031229166666666662,2.2869444444444444
-40.0,1.0,0.025,0.9679754424928423,0.42430510329574067,0.10898280476301644,0.10141138487675663,0.10870297053362946,0.1558555795006707,0.20376747209697182,0.17128201432111786,0.20977180414638047,0.13279222449585543,0.002345738606626343,0.0019711157320005885,0.0020380982637805568,0.004317835026824862,0.00444284487240244,0.004298273949759855,0.002345738606626343,0.006611111111111112,0.5233333333333333
-60.0,1.0,0.025,0.37600691620921695,0.46928505241070695,0.013176282612965603,0.02342909998753495,0.02098775030908311,0.06054159356680268,0.07410043462577408,0.0645096590940946,0.06089770813068098,0.06812161005750829,3.928045717094742e-05,0.0002675587149798742,0.0003220076090393568,0.0015641629719537423,0.002378093872320327,0.0018724926747187346,3.928045717094742e-05,0.0015138888888888888,0.1
-80.0,1.0,0.025,0.29010287394562984,0.47621101700737534,0.04231138062628258,0.03251768253209812,0.03140562176573321,0.04671001923061751,0.07880107641312264,0.0640859300494858,0.005149568425483337,0.12302229167348828,0.0009782154876684236,0.0006869936224014229,0.0005955533678679609,0.0012509863728299559,0.0012436007349911485,0.0013043634885394205,0.0009782154876684236,0.0021041666666666665,0.1488888888888889
-120.0,1.0,0.025,0.08269985497143392,0.4934557524445447,0.014040455998203407,0.00993012353892951,0.01061196033536596,0.013315662004813274,0.021926276486066612,0.01895687647232504,0.0,0.03791375294465008,0.00013764135317868596,0.00012626161161811468,0.00016436869915098688,0.0003647878761663732,0.00038060332246852755,0.00019984621500970554,0.00013764135317868596,0.0006666666666666668,0.051944444444444446
-10.0,1.0,0.025,3.9791893451684155,0.22454669107294292,0.6785254477948902,0.7617890608537072,0.7430097130071306,0.6415513822499305,0.7146711730309417,0.8838304242408439,0.1836622983225015,1.5839985501591864,0.016330072600086027,0.015402165794075606,0.015138764900454675,0.012667751900718305,0.01544767917701626,0.017438674172899474,0.016330072600086027,0.050291666666666665,3.6141666666666667
-20.0,1.0,0.025,2.8126342953175314,0.2967728782407355,0.46196583342095787,0.4725336379454034,0.4571227878857438,0.453471615296595,0.23998834162911992,0.3122324067784482,0.15980536962853736,0.46465944392835906,0.008468889370564208,0.008392870974557631,0.007792611160567621,0.008900406506111496,0.0036753286639539784,0.005649695578759449,0.008468889370564208,0.03091666666666667,2.1913888888888886
-40.0,1.0,0.025,0.9930389053399152,0.42193588102879814,0.10396111221118742,0.11207556030623314,0.1137985355593788,0.16010433962443585,0.10606416597147206,0.12046679404429123,0.19246670505772218,0.048466883030860344,0.0018497931445189588,0.0019862530179658106,0.002090582576627621,0.004475463596694353,0.0029513956900873695,0.0031788772124131215,0.0018497931445189588,0.007298611111111112,0.5466666666666666
-60.0,1.0,0.025,0.37484505723014994,0.4690426125958821,0.04551242699045363,0.03901123108619622,0.035889385573764476,0.06043501420397445,0.06269043303959992,0.06289833569906336,0.08889201973246855,0.0369046516656582,0.0015347944148606924,0.0011409825743095453,0.0010826342795396565,0.0015848847419312826,0.0014222251499702574,0.0012825540865683317,0.0015347944148606924,0.002541666666666667,0.17416666666666666
-80.0,1.0,0.025,0.2871592136990295,0.47648029495013705,0.03382568769965805,0.033646275488716584,0.03046242509918021,0.046297719081427206,0.0434429876732735,0.05201947350191508,0.03464639568183129,0.06939255132199885,0.0009096270840261206,0.0007863101709391923,0.0007001317872004797,0.0012707738066128798,0.0009990814466028842,0.0015894167647908047,0.0009096270840261206,0.0022986111111111115,0.14916666666666667
-120.0,1.0,0.025,0.08225460176105709,0.4941790592615275,0.01274211343696438,0.008462516178450842,0.006057501450292898,0.013261634186947764,0.009737981609996943,0.008372267088366822,0.0,0.016744534176733643,2.6787428104026627e-05,1.5806078286817862e-05,1.6458830781276e-05,0.00036658035447368226,9.991953044753589e-06,9.362211657669575e-06,2.6787428104026627e-05,0.0005555555555555556,0.03
-10.0,1.0,0.025,3.9920569416405005,0.22354723012562677,0.7745703085881843,0.7992570786691984,0.8175324306180893,0.6424641853526283,0.6763419211998418,0.6570980043896846,0.03756275197308026,1.2766332568062893,0.011931934827913831,0.01313616823982686,0.01500009684601553,0.012500242995919364,0.014535723189124368,0.01316943848738218,0.011931934827913831,0.05234027777777778,3.939722222222222
-20.0,1.0,0.025,2.812520999891647,0.29734690068783476,0.4377184765630237,0.424202356027802,0.4527805194694007,0.4526348294621266,0.19892065640132095,0.3354841731893264,0.1379571642878331,0.53301118209082,0.008096031701528316,0.007187668996259769,0.007678134756988322,0.008846956756593825,0.003011390084961842,0.006559915875774583,0.008096031701528316,0.02797222222222222,2.1880555555555556
-40.0,1.0,0.025,0.9543317086949437,0.42433550864925046,0.10183108236607245,0.12673083051352718,0.12617032637624398,0.15358597152948447,0.2683402883261509,0.20647384267557,0.21909095674249482,0.1938567286086453,0.0031759248179390525,0.002673541759864497,0.0029326933768177893,0.004340979779302739,0.007726074394335105,0.005798908698798524,0.0031759248179390525,0.008305555555555556,0.6102777777777777
-60.0,1.0,0.025,0.3780094838576553,0.469675582199937,0.03154858482057439,0.022936735156139223,0.023490745182430408,0.060835193147915335,0.0864050721880253,0.057093689068733425,0.0061147509775158855,0.10807262715995099,0.0012407965582420335,0.0008421039812802483,0.0005981755657041719,0.0016016658584050963,0.0017143069643546223,0.001171510680936988,0.0012407965582420335,0.0015694444444444445,0.11666666666666667
-80.0,1.0,0.025,0.2920516054753971,0.47609661355130295,0.021095346448449286,0.022964079125965643,0.03047616520974534,0.0470015081286822,0.07569789313155295,0.05707766585683497,0.01921452553878782,0.09494080617488211,0.0003627868607685635,0.00041263991227082753,0.0005765463194806124,0.001240909648245943,0.0020495324734256326,0.0014049742226563437,0.0003627868607685635,0.0015138888888888888,0.14305555555555555
-120.0,1.0,0.025,0.08077022095355145,0.49376218532734245,0.025178556388569646,0.016984463878655463,0.012805924265267613,0.012998806120323192,0.022692036456780005,0.038009040844833496,0.0,0.07601808168966699,3.297971036166405e-05,0.0001301625913256898,8.305438413808337e-05,0.000363864404089881,2.9482486445062006e-05,0.00038154047886981526,3.297971036166405e-05,0.0011319444444444445,0.06444444444444444
-10.0,1.0,0.025,4.007799548207545,0.21986221791329483,0.6899338068107058,0.7783484697514373,0.8225091680609806,0.6446244285635084,1.137952165983946,1.1120347073929437,0.15624138255418185,2.067828032231707,0.009120947840056504,0.013439335258852528,0.013022944879576337,0.012709791974674778,0.021682369668758895,0.021156056682882392,0.009120947840056504,0.051284722222222225,3.958611111111111
-20.0,1.0,0.025,2.808594189105097,0.29644532672436097,0.4379224409757514,0.4573796129372349,0.4851065175037432,0.45174126161783457,0.18359462639515486,0.1999136915955352,0.10181299707640896,0.29801438611466147,0.006894400718845095,0.009545974354574032,0.009910947062089424,0.008976850107771252,0.0033753685618054,0.0034655430705155033,0.006894400718845095,0.029840277777777778,2.3225
-40.0,1.0,0.025,0.9607523782471891,0.42339175643084603,0.06423068195892308,0.09182816015029165,0.08889527433620634,0.15452979755327675,0.2585887054995273,0.20112661347071348,0.20812641329112322,0.19412681365030365,0.001361692050283989,0.002983356201868295,0.0028379898923481268,0.004354104149627522,0.0067443075829629615,0.005076473337786986,0.001361692050283989,0.005972222222222222,0.4305555555555556
-60.0,1.0,0.025,0.3668248062507234,0.4700230259636676,0.026287268657393857,0.02794911726212823,0.02765770472842763,0.0590010124678139,0.06084710338606838,0.06738772316018429,0.04154960695347151,0.09322583936689716,0.0001780345316692255,0.0008233263518170567,0.0006963947001636648,0.0015923790976759798,0.0012275712811172846,0.0014536401253643237,0.0001780345316692255,0.0018611111111111113,0.13305555555555554
-80.0,1.0,0.025,0.3025940175958007,0.47542832432128734,0.01589849750278303,0.019403890570403447,0.016102890158932997,0.04866997296974794,0.02557555590663628,0.05923489055123923,0.012416135714623517,0.10605364538785499,0.0004539312772141108,0.0006388337991584984,0.0004969945628525729,0.001328157021043632,3.158051000886949e-05,0.0011258788411739745,0.0004539312772141108,0.0013125,0.08305555555555555
-120.0,1.0,0.025,0.07858367639350589,0.4939398628338031,0.016053183259135545,0.011467189360281755,0.01154077954823662,0.012639593592508713,0.015672162948915002,0.016012206419440945,0.0,0.03202441283888189,0.0003332965928363925,0.0003126582916569789,0.00032313904976277003,0.00036656523528005923,1.8235672656554776e-05,1.9252581693675634e-05,0.0003332965928363925,0.0007916666666666665,0.059166666666666666
-10.0,1.0,0.025,4.006041319163357,0.22119553214311335,0.7961709899222404,0.7620430958743077,0.7821334997125438,0.6459119660338222,0.7995915884042557,0.7869998346564275,0.026055811624501452,1.5479438576883535,0.016381463910290002,0.014423350771763354,0.014831977578560876,0.01265429799437578,0.01385247141716319,0.01376935142255057,0.016381463910290002,0.05007638888888889,3.7719444444444443
-20.0,1.0,0.025,2.7953889173565387,0.29643337149037235,0.3492736492516363,0.3722767378044468,0.3912510730651858,0.4507130624943243,0.28216158789125234,0.22052820338263146,0.13085848968975702,0.31019791707550576,0.005397221851300928,0.006165630241951199,0.006181155874435237,0.008807722506410143,0.0034295365674713147,0.0033048849004264106,0.005397221851300928,0.024625,1.8944444444444444
-40.0,1.0,0.025,0.9860888046030678,0.4231172760700603,0.10954469043523903,0.10790774614487195,0.11104260540976599,0.15899151000223039,0.17366643822129266,0.15495312531220037,0.0986944639173878,0.21121178670701288,0.0024436734533749543,0.0021877753872349037,0.002617291442906322,0.004379803750374364,0.003795668997157549,0.004011699208790451,0.0024436734533749543,0.007159722222222223,0.5386111111111112
-60.0,1.0,0.025,0.37379847749753575,0.46916542548839285,0.022907705629142645,0.0279359811574863,0.023304308021937944,0.06026920100547205,0.06553063537033077,0.06528668860845976,0.010363979671435012,0.1202093975454845,0.000419858646870866,0.000568278615456283,0.0003801205057537652,0.0016113292620507614,0.0009256719424204993,0.001351623317156608,0.000419858646870866,0.001875,0.11472222222222223
-80.0,1.0,0.025,0.3064600607338149,0.47549694514372676,0.05344058330946537,0.04332486191784925,0.03986316000407665,0.04941192677981741,0.04837562292275658,0.040823167299870504,0.0008599433217730659,0.08078639127796797,0.0010888948913942123,0.0011063012420225852,0.0007370914554508001,0.001306560779444148,5.4840113038690296e-05,0.00048116834514612324,0.0010888948913942123,0.002951388888888889,0.195
-120.0,1.0,0.025,0.08122852427418324,0.49357280250795793,0.018955333234881504,0.00809838802729595,0.012856479561226148,0.013096838407777863,0.021527472299403456,0.020766289040507313,0.0,0.041532578081014626,0.00044361696878914957,0.0001969615413040702,0.00034763837169007173,0.000356301668968492,2.2985193261541008e-05,2.4929111589625806e-05,0.00044361696878914957,0.0005902777777777778,0.06722222222222221
-10.0,1.0,0.025,3.989251662516753,0.2233040615597659,0.6024698579578385,0.6821217086765173,0.7039072035259868,0.6447071042929898,1.1009692529132726,1.0490997910659785,0.09189037932653248,2.0063092028054252,0.012643395682418613,0.012869229246312891,0.012744422372510038,0.012716606883276154,0.017923494477534874,0.018320750263029897,0.012643395682418613,0.044437500000000005,3.3777777777777778
-20.0,1.0,0.025,2.7836208253566523,0.2975924729876937,0.36012079396561625,0.3598265837244954,0.3917361233765948,0.4498638525685676,0.27719867134085086,0.4320197640449476,0.20433854079599376,0.6597009872939021,0.0067831422726371245,0.006568842402733592,0.0068620525870867225,0.008864914002755093,0.004549935475448213,0.0073582478415781674,0.0067831422726371245,0.02379861111111111,1.8955555555555554
-40.0,1.0,0.025,1.0038076912260283,0.4208861218410857,0.11935191671608311,0.11579267873356928,0.12438053749575867,0.16222640350272627,0.23632792100627617,0.2315934769929885,0.21821926504940736,0.24496768893656953,0.002266081601519283,0.0018369099212796516,0.0022596672263748745,0.004457223221486908,0.0067764163440766035,0.007043324545528797,0.002266081601519283,0.00773611111111111,0.6069444444444444
-60.0,1.0,0.025,0.37699821097470554,0.46874162576025774,0.03382460315364444,0.03456890225370375,0.03435214536982045,0.06092707241432888,0.1108571205492751,0.0872778727512915,0.11515142967381359,0.05940431582876934,0.0005343972367277618,0.0005755054993885555,0.0006138902918359972,0.0016293736541955393,0.002743599973440447,0.001968114145175916,0.0005343972367277618,0.002402777777777778,0.17194444444444446
-80.0,1.0,0.025,0.2842262238871135,0.47650076774030037,0.04468945079782242,0.025931419550814794,0.03136028773880845,0.045934095230980534,0.08654315929484514,0.05506293520883966,0.04206111277052538,0.06806475764715393,0.0007342337240053351,0.000653483855954521,0.0006661186028175344,0.001241760187210434,0.0016716049248897127,0.0008492700346832435,0.0007342337240053351,0.0017500000000000003,0.15166666666666667
-120.0,1.0,0.025,0.08645345069432492,0.49320799359199774,0.015195694700985562,0.01032577497792903,0.010002709153396348,0.01397183195459555,0.03579896184139762,0.024452761942121256,0.0,0.04890552388424251,0.00025345535869531377,0.00016189684529180028,0.0001719964350120837,0.00036497563857331117,3.9708095808930315e-05,2.904213439549391e-05,0.00025345535869531377,0.00075,0.051944444444444446
-10.0,1.0,0.025,3.987918340351781,0.22227084583527051,0.6267555588918193,0.6827129001457262,0.7173086685083425,0.6406415767456342,0.7036991087274886,0.9037224172140443,0.1675622108964708,1.6398826235316204,0.008740690762338573,0.0111996673344334,0.012113765665974996,0.012698208264609092,0.011324906867507601,0.016245236075647145,0.008740690762338573,0.04479166666666667,3.465
-20.0,1.0,0.025,2.8128298674444814,0.29607800370042553,0.3359341006964346,0.36626896536901493,0.39652231689638895,0.4518687715250174,0.49769228323645137,0.44891051212253175,0.2430602609599259,0.6547607632851371,0.004461725424695808,0.005693734048711911,0.006061082210830573,0.008953146290296258,0.008049935891000405,0.008143785780191705,0.004461725424695808,0.02395833333333333,1.9044444444444446
-40.0,1.0,0.025,0.962464110323392,0.423486934988735,0.1373117062678809,0.13858934652271215,0.148314868015976,0.15461563466825426,0.12948053770092935,0.14954759083437685,0.13549118766962523,0.16360399399912837,0.003046618645811448,0.002885169289139997,0.0033943174202639825,0.004397221528321412,0.0031320875117901124,0.0038018257071385773,0.003046618645811448,0.009208333333333334,0.7158333333333333
-60.0,1.0,0.025,0.383437491296687,0.46888164918577796,0.05952774050590298,0.040182156031958995,0.03430524491579659,0.06159754991021985,0.06432996923880217,0.0685935607140004,0.004341845635486295,0.1328452757925145,0.0013613428124801205,0.0007677120569384692,0.0006571894550910882,0.0016314751349224145,0.0005775061248538024,0.0008776821643656324,0.0013613428124801205,0.002534722222222222,0.16416666666666666
-80.0,1.0,0.025,0.2939154968732534,0.47602792689766243,0.046533729800327696,0.04033128630587442,0.03292540086663072,0.04721623445535442,0.0627028482827212,0.07479243593532259,0.0152276750405885,0.1343571968300567,0.001651622330205551,0.000987199180690179,0.0008014812635984369,0.0013050289549977497,0.0008360561125679558,0.0017549402597734076,0.001651622330205551,0.002534722222222222,0.15222222222222223
-120.0,1.0,0.025,0.07505056523511922,0.4940104151424465,0.007196229702195224,0.0044647574020842806,0.005615438033667413,0.012056543876883043,0.0531716026456883,0.029286369245400935,1.1301092006520821e-05,0.058561437398795345,0.00019530664236432196,4.515649720982875e-06,0.00012480522304528907,0.0003552142910439333,6.190386008030833e-05,3.440466510714461e-05,0.00019530664236432196,0.0003263888888888889,0.028888888888888888
-10.0,1.0,0.025,3.9385360903519717,0.2260054796732745,0.7184677381884228,0.6711119958680837,0.6946073579172586,0.6345414912611216,0.9187846120358227,0.9119747622859444,0.071546568024742,1.7524029565471475,0.01385687540580054,0.012660273358178143,0.013105744551156536,0.012541098794520767,0.016841969312841695,0.017975041287325647,0.01385687540580054,0.044354166666666674,3.3655555555555554
-20.0,1.0,0.025,2.7879759075694204,0.29907326967190634,0.4257837405790056,0.39890027739935485,0.4013813377496776,0.4491735887155683,0.4509036438110785,0.3609052898686739,0.08393688162740312,0.6378736981099442,0.006178869035193596,0.005401782956269552,0.006073479453086377,0.008832486134501423,0.009119704909141171,0.006716058775022836,0.006178869035193596,0.026298611111111113,1.942222222222222
-40.0,1.0,0.025,1.0059787687704347,0.4210738864852698,0.10637156434646293,0.13148478558583446,0.12760430232278494,0.1620742462348677,0.13396995740060003,0.10196663451988167,0.11683354440010683,0.08709972463965616,0.002198183183095885,0.003054145482588897,0.0027395283234169622,0.004507577440696247,0.003783310839207038,0.0029935015239022163,0.002198183183095885,0.008638888888888887,0.6177777777777778
-60.0,1.0,0.025,0.38125748693613165,0.46826210660259404,0.04566264210843858,0.030629756077013716,0.03474131874089485,0.06142477528834851,0.049098960988201476,0.06820717189133874,0.004206001383260298,0.1322083423994172,0.0009367400382595932,0.00040243015330925435,0.0005102101781244372,0.0016208977406634451,0.0012363202022156242,0.0014309375920000238,0.0009367400382595932,0.0020416666666666665,0.1686111111111111
