depth,tropismN,tropismS,rRLD,An,CV,prld_stand,prld_highr,prld_cont,vrld_sl,vrld_2sc,vrld_4sc,vrld_sc_ir,vrld_sc_ip,prvd_stand,prvd_highr,prvd_cont,vrvd_sl,vrvd_2sc,vrvd_4sc,prcd_stand,prcd_highr,prcd_cont
-20.0,1.0,0.025,2.0041289899451225,0.3140066053182445,0.16609813652601335,1.9274070952675604,1.8240256645978448,1.9528503951477592,2.7221098383529845,2.670075475717241,2.736017255627643,2.597940219902441,2.8740942913528627,0.00870419146517637,0.008202795774835146,0.008677216013650011,0.012867394966451251,0.01235243901603372,0.012880809859393855,0.00870419146517637,0.09303571428571429,9.858333333333334
-40.0,1.0,0.025,1.2734127044286363,0.3623582374686493,0.31051723199134246,1.0216670828148768,0.8141620532610144,0.8323184317231721,1.7296138464140418,1.9077867494063725,1.8195271479628288,1.6299640656662497,2.009090230259422,0.004219680062976734,0.003458909274126838,0.003533178148373761,0.008249099793827784,0.009100935987690507,0.008629946073731031,0.004219680062976734,0.0419047619047619,4.275
-60.0,1.0,0.025,0.8244380242726924,0.4040149688119002,0.493679868796245,0.5578160519263039,0.439034021755109,0.4689135084079047,1.119793620193301,0.9762806191173041,1.1041297624229922,1.093719709746674,1.114539815099311,0.002397175669988961,0.001926858386612096,0.002045914421142163,0.005432555253940438,0.00482420214187943,0.005464623081296141,0.002397175669988961,0.022202380952380953,2.4178571428571427
-80.0,1.0,0.025,0.4140336474185677,0.45168607632691554,0.5260610093582199,0.1425561223626261,0.2464643544443553,0.2477712342242338,0.562361539951635,0.501574735169191,0.5554252068931836,0.44014585866003214,0.6707045551263336,0.0005377659878830006,0.001145512732893325,0.001138254557065259,0.0028083104488839153,0.0025845629140457812,0.0028148017101195825,0.0005377659878830006,0.012738095238095238,1.2809523809523808
-120.0,1.0,0.025,0.012154701798322079,0.5040700763240018,0.6134134802555488,0.008105446825498089,0.015379139303897898,0.015885819074391898,0.01650913365030722,0.015230322526358713,0.023003499997396388,0.002509943045368919,0.043497056949423865,3.263739172593098e-05,9.476129942268593e-05,9.722950861435342e-05,9.015787512994493e-05,7.331247702436176e-05,0.00012384750433523653,3.263739172593098e-05,0.0008035714285714284,0.08928571428571429
-10.0,1.0,0.025,3.1848088090942968,0.24522600146202608,0.10648682891689519,3.4971214429997275,3.238848521752883,3.3994680419558616,4.3392551735300335,4.061953798905623,4.081779265553096,3.796280533310276,4.367277997795918,0.016232926165901884,0.015221921918756664,0.01601368665318503,0.02025086896827612,0.018783798015167892,0.018896046660291956,0.016232926165901884,0.16973214285714286,17.525
-20.0,1.0,0.025,1.9872426498039384,0.31470689075891456,0.18205946353451533,2.076972844294333,1.9255496050302068,2.0354247350091774,2.707588890296226,2.5898372228440443,2.7017943221497016,2.4878988904325303,2.915689753866889,0.009562227028696548,0.00874144989328314,0.00934644258794738,0.012799751971032093,0.012403362522382454,0.012891695257776661,0.009562227028696548,0.09818452380952382,10.308333333333334
-40.0,1.0,0.025,1.28905528582685,0.3614389812162806,0.3027329295651875,0.9717656409769668,0.95196860220929,0.919354035453992,1.7563188728999712,1.8304895443239806,1.9169247458593532,1.905744687605161,1.9281048041135476,0.004388365838681319,0.004095202325391274,0.003983871627176259,0.008375291305710988,0.008745907256103448,0.009167142809700261,0.004388365838681319,0.0488095238095238,4.720238095238095
-60.0,1.0,0.025,0.8388955883431765,0.4023291324261562,0.49774516622824744,0.42076579696385813,0.48173915131779255,0.48766468322279843,1.142982904146404,1.3738272765500241,1.3490279935812963,1.3266546852380903,1.3714013019245084,0.0018040590628498737,0.0020419835947679274,0.0021518751268969454,0.0055402478859691556,0.006700017161519216,0.006526140637876844,0.0018040590628498737,0.024999999999999998,2.5273809523809527
-80.0,1.0,0.025,0.42054545755760175,0.45122059156105293,0.5330250067154211,0.313213156181441,0.20349602951264267,0.2254362526078879,0.5729870022967987,0.8471288654682695,0.723962009028797,0.5283157083345792,0.9196083097230144,0.0013604966892536078,0.0008924476240619574,0.0010303084600128364,0.0028694511280232776,0.00420296578220173,0.0035925869585465057,0.0013604966892536078,0.010654761904761905,1.1952380952380952
