depth,tropismN,tropismS,prld_stand,prld_highr,prld_cont,vrld_sl,vrld_2sc,vrld_4sc,vrld_sc_ir,vrld_sc_ip,prvd_stand,prvd_highr,prvd_cont,vrvd_sl,vrvd_2sc,vrvd_4sc,prcd_stand,prcd_highr,prcd_cont
-10.0,1.0,0.025,3.104707755098173,3.230086987255104,3.294981731370217,4.345321592027044,4.246201769504092,4.047635702593218,3.795205450558715,4.300065954627754,0.014741484970029656,0.014969646845175799,0.015282326216360286,0.020287300526930487,0.019917199229419674,0.01891648487544188,0.014741484970029656,0.1676190476190476,16.91547619047619
-20.0,1.0,0.025,1.8470900270630566,1.8584519376862474,2.0294260325975104,2.713096815576145,2.8280788316839667,2.8185390689946024,2.6855686678759376,2.9515094701132623,0.008731989183251973,0.00872345730919361,0.009463297349476657,0.012817938498282772,0.01333461891350541,0.013316184807309216,0.008731989183251973,0.09419642857142858,10.208333333333332
-40.0,1.0,0.025,0.7207393471843806,0.762965761852524,0.8251964630166224,1.7364441411837048,1.7706248492123247,1.5569443704183459,1.4300493304855366,1.6838394103511543,0.0030051587799961262,0.003241887651978077,0.0036630419639329167,0.008281255284961798,0.008364743462130267,0.007364990278498864,0.0030051587799961262,0.03997023809523809,4.257142857142857
-60.0,1.0,0.025,0.43173298446292857,0.4493588661286676,0.4312169680815373,1.1534519826041407,1.2282238274106478,1.2116103906913323,1.2067442844387566,1.2164764969439015,0.001971359775076011,0.0019217187980407786,0.0018860897787021755,0.005585448110118437,0.005942861725055999,0.005861905579749164,0.001971359775076011,0.02294642857142857,2.2607142857142857
-80.0,1.0,0.025,0.211961653560039,0.2564593029641006,0.24057149769871367,0.5742392310095861,0.5939072589930097,0.652024205467979,0.537523584636417,0.7665248262995402,0.0009511650498753683,0.0011324530391878973,0.001112815011623078,0.002873442101642772,0.0029723810823810426,0.0032537583725243766,0.0009511650498753683,0.01348214285714286,1.275
-120.0,1.0,0.025,0.02796612479523388,0.03892189511919279,0.02090549473214646,0.01642224048377337,0.01284086224158901,0.029145991285577447,0.0026574148992249387,0.055634567671929966,0.00014112588997246324,0.0001852153211588909,0.00010543681728351842,9.039673169805712e-05,7.89309717599347e-05,0.0001622818282835049,0.00014112588997246324,0.0019047619047619045,0.10952380952380952
-10.0,1.0,0.025,3.3656589186385504,3.1035523273334116,3.3402136141605676,4.304158879743073,4.212323833661425,4.095688919621167,3.9402054788197303,4.251172360422584,0.016533256912172608,0.014463752229197425,0.015749602604745016,0.02008667662440983,0.01953064896709466,0.018998181991221434,0.016533256912172608,0.16196428571428573,17.173809523809524
-20.0,1.0,0.025,1.9654064991309426,1.8836249083966439,1.9279246233685927,2.7115354142835324,2.6394655895371613,2.7125844660867227,2.5372213999610285,2.887947532212401,0.00856081278514197,0.008315758557736206,0.00856809891698785,0.012813304006144362,0.012537525986177042,0.012805751217796386,0.00856081278514197,0.0962202380952381,9.765476190476189
-40.0,1.0,0.025,0.8676355577747878,0.7436717492453669,0.8073732374996615,1.7439909009409216,2.0839413236063926,1.9742645562465952,2.125868071885814,1.82266104060738,0.003937880125370785,0.0032916737999456164,0.00353526254899597,0.008313653179747596,0.009992551887616151,0.009471783544802775,0.003937880125370785,0.038601190476190476,4.190476190476191
-60.0,1.0,0.025,0.4834533201488226,0.42189990284852125,0.44705393829629747,1.1329518907266072,1.1300003498645883,1.1177052504148786,1.0239852506798606,1.2114252501498965,0.002443557576266389,0.0019257254662587778,0.002055382530841039,0.005486560403231455,0.005471663896677818,0.0054251524449776805,0.002443557576266389,0.022083333333333333,2.314285714285714
-80.0,1.0,0.025,0.28552252147746354,0.2808568725485599,0.2666755576193609,0.5716276446422646,0.4659150703227173,0.5682072384101433,0.44127572658005376,0.6951387502402313,0.0013439831231330584,0.0012296443590467329,0.0012132679079634502,0.0028552469789678834,0.0023630759006297276,0.0028744446941666663,0.0013439831231330584,0.01425595238095238,1.3833333333333333
-120.0,1.0,0.025,0.043694897947265554,0.0297749053974945,0.023268101751135774,0.016788064568517953,0.02222395848326258,0.02715842307491151,0.0014835604969325655,0.05283328565289047,0.00021473055290755183,0.00014627807720291286,0.00010317375467313146,9.202079307691485e-05,0.0001063479385235456,0.00013592105978873606,0.00021473055290755183,0.0015476190476190475,0.12142857142857144
-10.0,1.0,0.025,2.992868168434998,3.0912643581054007,3.064452975496046,4.308594473248821,4.182149086181896,3.991692405170067,3.8010465141895873,4.182338296150522,0.014107390514512558,0.01411435348181717,0.01409607098311665,0.02010239683658471,0.01957228103078151,0.01860987162801483,0.014107390514512558,0.16157738095238094,15.916666666666668
-20.0,1.0,0.025,1.9321928259067231,2.002547797362758,1.9725742373969162,2.699439422822258,2.3521842924041505,2.5718663448282073,2.3375325153249356,2.806200174331487,0.009163396235283566,0.008968654854469871,0.00889331776045279,0.012764240629653532,0.011220383106666539,0.012231738679931423,0.009163396235283566,0.10110119047619048,9.920238095238094
-40.0,1.0,0.025,0.8501032293403183,0.7494724159459124,0.8523094693089759,1.7395344007619475,1.6323550473662396,1.72012562359223,1.6583407103158645,1.781910536868589,0.003608583642986979,0.0032356217988982923,0.003827781084672676,0.008298450446940667,0.007683606839158377,0.008192109736491298,0.003608583642986979,0.03842261904761905,4.360714285714286
-60.0,1.0,0.025,0.4779646166915425,0.3883658120047711,0.4148579543176153,1.150243969821386,1.0831719448728696,1.2181172453861202,1.1185286663642702,1.3177058244079682,0.002194814960765826,0.0015959871395930347,0.0018550494021653127,0.005571843979646635,0.0052041327161549845,0.005876222580845922,0.002194814960765826,0.01991071428571429,2.151190476190476
-80.0,1.0,0.025,0.22355389249011148,0.20004916466245232,0.23049332855779864,0.5877900189340481,0.48303930418409163,0.6470711757388942,0.5643655440049323,0.7297768074728577,0.0009911914508980643,0.0009442102269324768,0.0010991749273927512,0.0029350703190542398,0.002476457332739931,0.0032334135078378986,0.0009911914508980643,0.010625,1.2297619047619048
-120.0,1.0,0.025,0.013395543150287518,0.007231682578519733,0.015920265659041585,0.016909034219427927,0.04068770515627276,0.0521805237436255,0.0,0.104361047487251,3.78750059566095e-05,3.2865591727189814e-05,7.290420352373036e-05,9.362133752133857e-05,0.00021834402910864072,0.0002759424310752162,3.78750059566095e-05,0.00041666666666666664,0.08214285714285714
-10.0,1.0,0.025,3.3164273774907485,3.100761021405062,3.1251266000746307,4.321221648345994,3.977246946387232,4.133586121184025,4.108649465011965,4.15852277735614,0.01538942982571113,0.014199907774344411,0.014323322779493466,0.020173306009886253,0.01846245747229153,0.019186589185998262,0.01538942982571113,0.16312500000000002,16.179761904761904
-20.0,1.0,0.025,1.92512452582197,2.010726643405348,2.1267640650992323,2.7052086676564566,2.651835285898193,2.601562509940004,2.558473839393958,2.6446511804860497,0.008792852498939931,0.009164897658419454,0.009701061357869273,0.012791470114085615,0.012545675376121857,0.012285260428491462,0.008792852498939931,0.10217261904761905,10.698809523809523
-40.0,1.0,0.025,0.8519296624327813,0.8840462948065223,0.8904639791895183,1.747000009321513,1.6402092402956627,1.6897220937137976,1.5334983253726757,1.8459458620549223,0.003602902568254564,0.0038635636165948,0.003865210854038157,0.008333385342048782,0.0079098900940981,0.008143449487721072,0.003602902568254564,0.04556547619047619,4.603571428571429
-60.0,1.0,0.025,0.44937493729386163,0.44684325493849497,0.4687058684414923,1.1368227479153548,1.1056891915838643,1.2131421217942528,1.0471093232169266,1.37917492037158,0.00205220228414459,0.0020082842543195202,0.002097590188314782,0.0055100388956893865,0.005273299821101036,0.0058111766013023095,0.00205220228414459,0.02258928571428571,2.4369047619047617
-80.0,1.0,0.025,0.2545703477534641,0.2930070977182819,0.27893463810099883,0.5681090043328235,0.734448170914539,0.6658254541524999,0.5757087172570956,0.7559421910479024,0.0011898179900934915,0.0013823290355886692,0.0012999982906325657,0.002831204151227286,0.00366738559710845,0.0033200722250284896,0.0011898179900934915,0.015476190476190477,1.4595238095238097
-120.0,1.0,0.025,0.00019405931292352,0.015547279884972981,0.01933603874837571,0.014361809151179154,0.015315267834673867,0.02461421206413307,0.0,0.04922842412826614,5.486897806570919e-07,8.173766528465407e-05,0.00010340342614526092,7.873876141611846e-05,0.00011487090144280739,0.00013917983631953784,5.486897806570919e-07,0.0009226190476190477,0.10714285714285714
-10.0,1.0,0.025,3.442701964682416,3.1501231512590144,3.27884967836298,4.309372088089562,4.340041310380619,4.212922097605785,4.015078764620863,4.410765430590696,0.016253848732484547,0.014635584420692039,0.015232916786811341,0.020113750775147654,0.02035787608359087,0.0197011525249633,0.016253848732484547,0.16407738095238095,16.872619047619047
-20.0,1.0,0.025,2.3008102418953653,2.0236605376428534,2.111815729308646,2.725019674742619,2.5386524355937525,2.5156329603467102,2.337033917187714,2.694232003505727,0.010751151639784014,0.009265818475768368,0.00961657488966736,0.012883518012569577,0.012011967986631344,0.011927782602730256,0.010751151639784014,0.10342261904761904,10.665476190476191
-40.0,1.0,0.025,0.6354796667541056,0.8214701914133226,0.8267569074556858,1.7306019579109273,1.8077854314159667,1.760558797757057,1.4591615944358711,2.061956001078242,0.002812466617920833,0.003671470746315192,0.003645127178779169,0.00824805793488516,0.008564835181065558,0.00838816614768278,0.002812466617920833,0.04229166666666667,4.238095238095238
-60.0,1.0,0.025,0.5136328547480828,0.3732031703293069,0.4480513885937861,1.13588407870094,1.1323481968962144,1.1856464269599158,1.0738260458931401,1.2974668080266876,0.002218177772205947,0.0015383831516910939,0.0018475361123175922,0.005499833759076459,0.005461152951862136,0.00572653169142019,0.002218177772205947,0.019851190476190477,2.344047619047619
-80.0,1.0,0.025,0.31878242044485117,0.26785023373871975,0.2520063854424353,0.5743201244028694,0.5278640434708516,0.5859226576122445,0.5752221446129496,0.596623170611538,0.001526856206077999,0.0011994945327564893,0.0011634435007293318,0.0028667100886247596,0.002622026378038203,0.0029281465074456735,0.001526856206077999,0.01380952380952381,1.3214285714285716
-120.0,1.0,0.025,0.0147173583507535,0.011096034901274475,0.01661358052072996,0.015932460669281827,0.026210530993551195,0.027118003772154148,0.0005223902723344141,0.05371361727197389,4.161235038747803e-05,5.448077247473739e-05,9.368573198827407e-05,8.687407819577627e-05,0.00013425632269229557,0.0001429860525760577,4.161235038747803e-05,0.0005059523809523809,0.08333333333333334
-10.0,1.0,0.025,3.567226239275297,3.1618301730600167,3.353707176768471,4.3195462033887,3.58992678513683,3.8149187805126874,3.740067027799556,3.8897705332258496,0.016315929070803727,0.015148678485558972,0.015752370786952605,0.020157740679883893,0.01682356008233855,0.017798689798427903,0.016315929070803727,0.16681547619047618,17.32261904761905
-20.0,1.0,0.025,2.1739554770901437,1.9331292935309723,1.9646696313360361,2.7244791141400064,2.701368242775804,2.679248613304434,2.8679670194820184,2.4905302071268562,0.009929974876326875,0.008602672914229198,0.008882957033601011,0.01287649787287214,0.012838395714496098,0.012697749834981963,0.009929974876326875,0.09794642857142857,9.95
-40.0,1.0,0.025,0.8915719790764571,0.7711382085029191,0.9043809093297291,1.7360002796500833,1.8418391869050594,1.9908431741724892,2.0745122061750845,1.9071741421698882,0.003917707838414143,0.0033072370094929466,0.0039392723115352106,0.008291601215330024,0.008737713449382971,0.00949843248600035,0.003917707838414143,0.039553571428571424,4.601190476190476
-60.0,1.0,0.025,0.5569505846080622,0.4234681081973716,0.46413182352647947,1.1386688302066734,1.1437930081888177,1.3270746406833427,1.379099651081901,1.2750496302847836,0.002299242475730412,0.0019470879708347283,0.0020517754456576666,0.005519704688470288,0.005566779186024375,0.00644891407184592,0.002299242475730412,0.02214285714285714,2.382142857142857
-80.0,1.0,0.025,0.25400540594479254,0.2864032866668736,0.2392034075373286,0.5630621039671505,0.6375210559577046,0.7420528178065054,0.683043216336974,0.8010624192760366,0.0012523740067214865,0.0012800813328007344,0.0010820174212638532,0.0028123898196022712,0.003205704241990838,0.003754114268667474,0.0012523740067214865,0.01470238095238095,1.2738095238095237
-120.0,1.0,0.025,0.020606128104273078,0.02558547914024672,0.025504378695658268,0.016619029585990486,0.018611130954081675,0.021650971313491016,0.0,0.04330194262698203,0.00011454300989416596,0.0001423573873088315,0.00012930736657337831,9.019985085011094e-05,8.117227072708474e-05,0.00010078688260257092,0.00011454300989416596,0.0012797619047619046,0.13095238095238096
-10.0,1.0,0.025,3.1994212045821535,3.113213388442677,3.2192129434364123,4.3182342796424855,4.124743133810645,4.147127242461671,4.0907708664317575,4.203483618491563,0.01510612229117606,0.014519231250211068,0.015128135480447159,0.020158125371091278,0.0192065039067595,0.019344722666204274,0.01510612229117606,0.16342261904761904,16.68452380952381
-20.0,1.0,0.025,2.0341047914398502,1.935642070979379,1.9944547303186604,2.721200607134505,2.793230661533423,2.791074512271453,2.462331623043986,3.1198174014989424,0.00916063863528428,0.00880462693887417,0.009075926486562785,0.01285648012505959,0.013384450586903908,0.013293557144316525,0.00916063863528428,0.09779761904761905,9.996428571428572
-40.0,1.0,0.025,0.8378401383245848,0.7925082197031939,0.7996051030436415,1.7372425643063405,1.697541506258295,1.7124219688834186,1.454278347161214,1.9705655906056225,0.0036286748288281547,0.003530391630940855,0.0034847782507974024,0.008289009673994424,0.00813687607151518,0.008241508587573351,0.0036286748288281547,0.04113095238095238,4.129761904761905
-60.0,1.0,0.025,0.5449644544325352,0.38300118601564226,0.4540341471073015,1.135882517235902,1.3599648818303665,1.251500564961011,1.1052945117675623,1.3977066181544595,0.0026011930716538295,0.0017093915063039918,0.002088678390882476,0.0055103724568818695,0.006569858539407261,0.0061105394863263055,0.0026011930716538295,0.019494047619047623,2.333333333333333
-80.0,1.0,0.025,0.389568820189325,0.28899431429297984,0.26139645655852495,0.5750345937197718,0.524010008503443,0.5575193543686896,0.5150640336139286,0.5999746751234498,0.0019849127442613684,0.0014833513940203547,0.00122324078067737,0.0028665188455980883,0.002600392913326551,0.0028130149563055885,0.0019849127442613684,0.01494047619047619,1.3726190476190476
-120.0,1.0,0.025,0.003694523405301884,0.001847261702650942,0.010748732226987438,0.016592191643174544,0.031747182710310524,0.034519273642001615,0.0,0.06903854728400323,2.1102441706000615e-05,1.0551220853000308e-05,7.119503773328397e-05,9.235240616401801e-05,0.00016630755163415508,0.00020127836048291397,2.1102441706000615e-05,0.0001488095238095238,0.06190476190476191
-10.0,1.0,0.025,2.9674257266442137,3.0883381072878313,3.16280698327762,4.309549445732121,4.356921252152679,4.03784040927688,3.7746564962360636,4.301024322317711,0.01412020459633033,0.01448695185771553,0.014876315679416646,0.020123845027562575,0.020272371134771535,0.01884788011524706,0.01412020459633033,0.1618452380952381,16.327380952380953
-20.0,1.0,0.025,1.3676926912094958,1.5610311752782804,1.6606931432093417,2.7045739268189353,3.1176341819540565,3.0057034055262,2.6078072569469213,3.403599554105499,0.006155630728466499,0.0069368624644322195,0.007536071324973878,0.012779623894879315,0.014781957100147338,0.014251070446449642,0.006155630728466499,0.08113095238095239,8.43452380952381
-40.0,1.0,0.025,0.5767999879183089,0.5975218065077653,0.7017351791826247,1.7266887790013357,1.805555755954093,1.8203311331237726,1.7465347763767496,1.894127489870807,0.0022280806295759694,0.0025411524694055575,0.002946072902017279,0.008233331402827872,0.008601329064899353,0.008678212804404896,0.0022280806295759694,0.03163690476190476,3.6226190476190476
-60.0,1.0,0.025,0.38925999666183364,0.3859298695080602,0.4312977989178085,1.1368522256813747,1.3637151186459524,1.2942669619419669,1.0949733872485785,1.493560536635354,0.0016349161136288732,0.0017169929416321946,0.001860851719662528,0.005506842220296163,0.0065314983347135504,0.00616839775534507,0.0016349161136288732,0.020089285714285712,2.263095238095238
-80.0,1.0,0.025,0.27610761425263786,0.24469763893624563,0.2759226517135256,0.5701052873398124,0.6713671508880189,0.6844697446305815,0.5199287206342791,0.8490107686268816,0.0013091656444591553,0.0011364006854226248,0.0013363711620361226,0.0028541307909621515,0.003442380108400118,0.0034513390222711536,0.0013091656444591553,0.01232142857142857,1.420238095238095
-120.0,1.0,0.025,0.04147092191499413,0.040980656778621685,0.027942087361318337,0.017839382910283547,0.0292046217117497,0.03371036728689173,0.0,0.06742073457378346,0.00023758335131335767,0.0001813749289968588,0.00013836741582432728,9.672096690656578e-05,0.00014614706252619154,0.0001737419924650092,0.00023758335131335767,0.0020535714285714285,0.14047619047619048
-10.0,1.0,0.025,3.1327957026074102,3.173730363759495,3.2480269334196015,4.299002951840392,4.193193246178935,4.234954713838411,4.498531261279333,3.971378166397501,0.014621854843577494,0.014648592172140557,0.015089784671871253,0.020077797669330318,0.019461366446585856,0.019729682065565607,0.014621854843577494,0.16669642857142858,16.725
-20.0,1.0,0.025,1.8975674182437436,1.8060540649708194,1.874578647228725,2.713138785642192,2.6504152445473146,2.686287024039364,2.580730580342965,2.7918434677357693,0.008809705399452666,0.00814423473307933,0.008545299268611977,0.012821362470012422,0.012481454356894102,0.012639156393874775,0.008809705399452666,0.09309523809523809,9.513095238095238
-40.0,1.0,0.025,0.7765933632392659,0.7446402894744303,0.8222526668771182,1.7425240005428955,1.987017607881239,1.8420312146858797,1.8084766677026802,1.8755857616690672,0.003532435989623725,0.0033277393701191178,0.003659259226314016,0.008293872273726048,0.009493163799857445,0.0088300395050169,0.003532435989623725,0.03875,4.235714285714286
-60.0,1.0,0.025,0.4513547094431821,0.43249483351206236,0.453423847313585,1.1574279228391355,1.164978750442371,1.2903595583237726,1.0802779688801203,1.5004411477674244,0.0020928562093129803,0.001985265420475875,0.0020290807771925546,0.005607404659698601,0.005644781536237993,0.006280853250036517,0.0020928562093129803,0.022470238095238095,2.330952380952381
-80.0,1.0,0.025,0.14695794945146576,0.286718998956552,0.23878666878195975,0.5837126019723924,0.5326823620960361,0.6867200839545828,0.6078211922496477,0.765618975659518,0.0006789066832781467,0.0012739215427506566,0.001096928770207116,0.0029121549731281615,0.0026099392576881177,0.003365367679066653,0.0006789066832781467,0.014166666666666666,1.236904761904762
-120.0,1.0,0.025,0.0,0.009156572593766595,0.010791002437751024,0.01561198967427573,0.013171733716020383,0.0310505816597081,0.020645900996963517,0.04145526232245267,0.0,4.912363407594319e-05,5.0809519521882255e-05,8.550792938587664e-05,9.723617487818134e-05,0.00019570644920118309,0.0,0.00044642857142857147,0.053571428571428575
-10.0,1.0,0.025,3.1632414725632727,3.108863064000635,3.257335369758167,4.303269944665614,4.670131184818825,4.490927387136241,4.564962838324735,4.416891935947741,0.015014447686018995,0.0146552209696432,0.015193955299512967,0.02008754327355046,0.021781122632857565,0.021000031542511587,0.015014447686018995,0.16238095238095238,16.910714285714285
-20.0,1.0,0.025,1.9092936723655345,1.993223985558093,2.096149906991359,2.7223017373880256,3.163223483047131,2.9524958043061935,2.6591528336753107,3.2458387749370723,0.00870331192327943,0.00911930867799306,0.009518601641348011,0.012857750944433192,0.01512195020083596,0.013983006401213303,0.00870331192327943,0.10089285714285715,10.547619047619047
-40.0,1.0,0.025,0.8892146581948271,0.7688234070091817,0.8417150328719997,1.7332594058732986,1.6760131029573915,1.676729518545343,1.5395480370287435,1.8139110000619512,0.003673941358274173,0.0034517824021190564,0.003760913739988322,0.008268637092497273,0.007858500916326195,0.007911580611928056,0.003673941358274173,0.03985119047619048,4.310714285714286
-60.0,1.0,0.025,0.43751925520608914,0.4651260899708256,0.4719609030764621,1.128985355751236,1.102435816606982,1.1352039414975312,1.1226244330357376,1.147783449959328,0.001916940603505734,0.0020911111247386626,0.002116298370784931,0.005469492389348187,0.005311779983520042,0.005446156356801666,0.001916940603505734,0.02395833333333333,2.458333333333333
-80.0,1.0,0.025,0.2626171202345331,0.2834927985929659,0.2575038566534162,0.5749730669818026,0.5480853620061663,0.5476004251738351,0.5299875296812953,0.5652133206663752,0.0012258607805561625,0.0012974568485919953,0.0012366608532119229,0.0028688704621946653,0.0027302782863913642,0.0027200575736941964,0.0012258607805561625,0.014017857142857143,1.329761904761905
-120.0,1.0,0.025,0.0029158677427200547,0.011550853247272497,0.00998634394923531,0.016919926757159504,0.007486585528381848,0.027416277704523578,0.0008105774605603041,0.05402197794848684,2.2901171698421943e-05,7.767146557823715e-05,7.146167732558394e-05,9.468803958949238e-05,3.5045360326950556e-05,0.0001312044637588306,2.2901171698421943e-05,0.0005952380952380952,0.052380952380952375
-10.0,1.0,0.025,3.2517328212782615,3.004796682241458,3.172849138538042,4.304192989784284,4.197691752395404,4.181383153354634,4.0201672127851475,4.342599093924126,0.015097297141931875,0.013999344578199466,0.014767846023008527,0.020079001519381003,0.01959106679603762,0.019487263018687796,0.015097297141931875,0.15678571428571425,16.366666666666667
-20.0,1.0,0.025,1.7125024922371637,1.7410596593866852,1.816915924326888,2.7096473916361354,2.6391766990049805,2.768534495765411,2.712975114483408,2.8240938770474195,0.007891322766825054,0.007938441489310288,0.00835316002736033,0.012812520124333461,0.012489138841169015,0.013079589185853764,0.007891322766825054,0.08934523809523809,9.228571428571428
-40.0,1.0,0.025,0.8002611433935701,0.752557141590225,0.7527538345425382,1.7352816714957249,2.0057201763268777,1.8634881867976338,1.7718975204870275,1.9550788531082441,0.0034997117286130522,0.0033703336571094472,0.0033624402660322994,0.008278925948820494,0.009591529086329686,0.00889545769192865,0.0034997117286130522,0.03898809523809523,3.8916666666666666
-60.0,1.0,0.025,0.38536841779412423,0.3944312514695768,0.468882675955346,1.1373794302147886,1.338305817040946,1.224433539304735,1.2097532147614645,1.2391138638480013,0.0016641793306014624,0.001673821207323563,0.0021093960810321566,0.005513092247841033,0.006573591646469514,0.006012039563506043,0.0016641793306014624,0.02035714285714286,2.4178571428571427
-80.0,1.0,0.025,0.24695326971774176,0.29891141274110994,0.28266714005636495,0.5661011128413567,0.6304979290431761,0.5991947931335072,0.5188982522638369,0.6794913340031773,0.0011388525300023377,0.0013541068959155116,0.0013306919831443072,0.00283215167120439,0.003205106978062849,0.0030492177311950484,0.0011388525300023377,0.015327380952380953,1.4726190476190477
-120.0,1.0,0.025,0.01596625060390864,0.03579469781035283,0.027170683610349494,0.018612989620115924,0.027329563768500657,0.03404892230036481,0.005698051162356327,0.0623997934383733,8.366155602734633e-05,0.00018328778666342393,0.00014249609358564744,0.00010067827299233753,0.00015770731633951325,0.00019174839338720386,8.366155602734633e-05,0.0018154761904761903,0.14166666666666666
-10.0,1.0,0.025,3.2432047133836432,3.1300272618778306,3.165858557491751,4.336786553986966,4.018603548190715,4.049258858238562,4.187216913458089,3.9113008030190546,0.01518500118628223,0.01470305440705096,0.014938240596475121,0.02024184990866354,0.01874127760200705,0.01895045877898775,0.01518500118628223,0.16485119047619048,16.376190476190477
-20.0,1.0,0.025,1.8984669948379604,1.747792952215103,1.8369136480763748,2.718622874573564,2.2722527901846474,2.7209812484858356,2.661337952759769,2.78062454421193,0.009026964965202621,0.008043960743535111,0.008317310517603635,0.012841586897871097,0.010728554266528066,0.01280138414386119,0.009026964965202621,0.0894642857142857,9.247619047619049
-40.0,1.0,0.025,0.8932403534965744,0.7414962288898914,0.8183974163329888,1.756324402376267,1.6338006570600843,1.715432239695175,1.6259460234740577,1.804918455916291,0.004081069323884456,0.0033196010528890895,0.003631007751049259,0.008375251951940674,0.007665222312282988,0.00813307859632826,0.004081069323884456,0.03770833333333333,4.158333333333333
-60.0,1.0,0.025,0.5534604423450326,0.427979265528189,0.45830453362151313,1.1484136174775508,1.0993651214711286,1.2339743727519168,1.1338084937475654,1.334140251756266,0.002391929531192625,0.001948417512703695,0.0020000240424435213,0.005565851142186,0.00529919935210989,0.005996562321356108,0.002391929531192625,0.022410714285714284,2.386904761904762
