architecture,day,krs,length,surface
3,37,0.0656352295886382,8854.19988345739,857.4537398249482
3,38,0.06769787023921806,9354.41950756334,899.9614732995727
3,39,0.0697723403076929,9861.535936630122,942.8496616719492
3,40,0.07181724729909945,10370.401087589604,985.7711289987774
3,41,0.07388889105100732,10884.525519373714,1029.021886723222
3,42,0.07595432688012066,11403.739357410403,1072.5630440131808
3,43,0.07802456752271478,11929.017580804164,1116.477938209693
3,44,0.08009865141074585,12457.27463725604,1160.5012678717408
3,45,0.08196208117092729,12987.203993318413,1204.6079815649823
3,46,0.08370584100735574,13521.007967211715,1248.9184316675742
3,47,0.08532179160741743,14058.220165935534,1293.382943719007
3,48,0.08685209025385304,14599.2143730379,1338.0991765361052
3,49,0.08838111959051345,15145.843407291326,1383.1228209608225
3,50,0.0899042469980761,15691.261157735762,1427.9823033620696
3,51,0.09136221422278096,16239.195166220641,1472.978715906322
3,52,0.09280909017870773,16789.870167463363,1518.1103641671584
3,53,0.09422473243699034,17340.580462174174,1563.1742034151116
3,54,0.09559282228532688,17895.034246236894,1608.444695683979
3,55,0.09694662730497094,18452.959342404472,1654.0016709416498
3,56,0.09828182445823008,19010.81999542439,1699.4997820908911
3,57,0.09957912598223981,19567.995543924553,1744.8335841651724
3,58,0.10089164790090271,20130.55690407548,1790.472784400919
3,59,0.10222475196167778,20693.894843490725,1836.1396389649753
3,60,0.10357138214146502,21258.299817099603,1881.8207454717297
3,61,0.10490748050315674,21827.571268466854,1927.7762956158406
3,62,0.10626997504383372,22396.26227496475,1973.6655186847097
3,63,0.10763860090896947,22965.09445943909,2019.503465224829
3,64,0.10901436488502768,23536.81678011004,2065.500604878502
3,65,0.11039404754523381,24108.451737125964,2111.420575488593
3,66,0.11176361158117183,24681.338035005945,2157.3434063345435
3,67,0.11312544983279371,25255.694360389985,2203.252250953508
3,68,0.11452865504819942,25828.982068893314,2249.0143149592013
3,69,0.11590967338847066,26401.355553395766,2294.6510755507616
